GEOID,pop_total,pct_male,pct_age_15_24,pct_age_25_44,pct_age_45_64,pct_age_65p,median_age,pct_hispanic,pct_nh_white,pct_nh_black,pct_nh_aian,pct_nh_asian,pct_nh_two_or_more,median_hh_income,per_capita_income,poverty_rate_all,poverty_rate_child_u18,poverty_rate_elderly_65p,gini_index,hh_public_assistance_share,lfp_rate_16p,unemployment_rate,not_in_labor_force_share_16p,edu_lt_hs_25p,edu_hs_grad_25p,edu_some_college_25p,edu_ba_plus_25p,edu_grad_prof_25p,hh_total,hh_single_person_share,hh_married_couple_share,hh_female_householder_no_spouse_share,avg_hh_size,marital_never_married_share_15p,marital_divorced_share_15p,marital_separated_share_15p,marital_married_share_15p,housing_occupied_share,housing_vacancy_rate,homeownership_rate,renter_occupied_share,median_gross_rent,median_home_value,overcrowding_rate_gt1pproom,rent_burdened_gt30,rent_burdened_gt50,residential_stability_same_house_1yr,foreign_born_share,uninsured_rate,veteran_share_18p,group_quarters_share
44001030100,4970,0.47746478873239434,0.11247484909456741,0.15593561368209255,0.2975855130784708,0.1676056338028169,42.5,0.10201207243460765,0.8054325955734406,0.000603622,0,0.046076459,0,123646,60780,0.053524004,0.2786259541984733,0.039615846,0.4719,0.004025302,0.6231075697211156,0.019607843,0.37689243027888447,0.027876631079478055,0.09460261,0.12455516014234876,0.6770462633451957,0.31494661921708184,1739,0.19666474985623922,0.5894192064404831,0.16733755031627373,2.82,0.13844570252187338,0.016469377251672673,0.05249614,0.48121461657231085,0.9560197910940077,0.043980209,0.8366877515813687,0.1633122484186314,1491,541600,0.016676251,0.7253521126760564,0.14788732394366197,0,0.10663983903420524,0.003873598,0.034284147,
44001030200,3417,0.46444249341527655,0.058823529411764705,0.2177348551360843,0.31548141644717587,0.1240854550775534,42.4,0.071407668,0.839040094,0.00936494,0,0.038045069,0.000877963,128761,58180,0.033655253146034535,0.2782608695652174,0.099056604,0.3723,0.048231511,0.7302483069977427,0.049459042,0.2697516930022573,0.030144168,0.074705111,0.1183923110528615,0.7011795543905636,0.40847531673219745,1244,0.16318327974276528,0.6165594855305466,0.14630225080385853,2.7,0.15942549371633752,0,0.040574506,0.47648114901256733,0.9896579156722355,0.010342084327764518,0.8078778135048231,0.19212218649517684,1782,517100,0,0.5700934579439252,0.3691588785046729,0.002363368,0.069944396,0.019022534386889084,0.048630977,
44001030300,4536,0.49537037037037035,0.08531746,0.17945326278659612,0.31415343915343913,0.17063492063492064,42.9,0.037037037037037035,0.8672839506172839,0.010141093474426807,0,0.041446208,0.007054674,172609,64410,0.059964726631393295,0.040441176,0.2868217054263566,0.3623,0.014962593516209476,0.6821210438645197,0.006105006,0.3178789561354803,0.009939083,0.13273485091375442,0.12119268996473229,0.6925296569413274,0.3946777813401731,1604,0.192643392,0.7263092269326683,0.059226933,2.82,0.1451086956521739,0.008423913,0.023641304347826086,0.5029891304347827,0.9098128190584232,0.090187181,0.9538653366583542,0.046134663341645885,2125,532600,0,0,0,0,0.081349206,0.013888888888888888,0.052941176470588235,
44001030400,4190,0.4668257756563246,0.062291169451073984,0.16968973747016705,0.29880668257756565,0.1630071599045346,43.3,0.016229116945107397,0.9023866348448687,0.001431981,0,0.059188544,0,229107,118594,0.026968973747016706,0.4424778761061947,0.029282576866764276,0.4701,0.024442846872753415,0.6538084341288003,0.0315,0.34619156587119976,0.005668934,0.061224489795918366,0.076341648,0.8106575963718821,0.47278911564625853,1391,0.10639827462257369,0.7979870596693026,0.06829619,3,0.078342506,0.004532211,0.010359339592101004,0.4807381029459372,0.9260985352862849,0.073901465,0.9575844716031632,0.042415528,3501,935500,0.021567217828900073,0,0,0.00144023,0.097136038,0,0.025799793601651185,
44001030500,3343,0.47352677236015556,0.14238707747532156,0.22883637451390967,0.28896201017050555,0.21358061621298235,45.1,0.037391564463057136,0.8800478612025127,0.017349686,0,0.011367036,0,74444,50275,0.14611178614823817,0.16632016632016633,0.2801120448179272,0.4609,0.004,0.6457905544147844,0.063063063,0.3542094455852156,0.13274981765134938,0.28665207877461707,0.17943107221006566,0.3424507658643326,0.10904449307075127,1750,0.5582857142857143,0.27714285714285714,0.12857142857142856,1.9,0.1912751677852349,0.004026846,0.09966443,0.4597315436241611,0.8997429305912596,0.10025706940874037,0.3457142857142857,0.6542857142857142,1221,361900,0,0.49728260869565216,0.27445652173913043,0.006622517,0.13879748728686808,0.027261833,0.047928792,
44001030601,3623,0.5313276290367099,0.16671266905879106,0.17554512834667402,0.30582390284294786,0.19983439138835218,47,0.043334253,0.8906983163124482,0.011316588462600054,0,0.012144631520839083,0,119120,54478,0.019569471624266144,0,0.096685083,0.3774,0.006603081,0.7373286579534587,0.029399048854301772,0.2626713420465413,0.080485953,0.214123007,0.2072892938496583,0.42065299924069854,0.12908124525436598,1363,0.33822450476889215,0.5862068965517241,0.062362436,2.62,0.19475181789440404,0.040784065760354093,0.036674044,0.5295605437875435,0.8670483460559797,0.13295165394402036,0.8371239911958914,0.16287600880410857,1585,367900,0,0.19306930693069307,0.12376237623762376,0.002208724,0.076179961,0.028235951915012582,0.017578125,
44001030602,4172,0.48969319271332695,0.085810163,0.20829338446788112,0.2722914669223394,0.3096836049856184,54.5,0.030201342281879196,0.9225790987535955,0.013662511984659636,0,0,0.007430489,78542,47879,0.11184857423795477,0.2,0.17260061919504643,0.4486,0.030827474310438075,0.6191751472951259,0.047722343,0.38082485270487415,0.079790332,0.34333139196272566,0.1956901572510192,0.3281887012230635,0.16161910308677926,1849,0.447809627,0.43266630611141155,0.054624121,2.18,0.19989395546129374,0.010074231,0.054347826,0.4886002120890774,0.9112863479546575,0.088713652,0.6901027582477015,0.30989724175229855,1220,361000,0,0.558935361,0.2832699619771863,0,0.12128475551294343,0.004186161,0.059758772,
44001030700,2847,0.4134176325957148,0.2198805760449596,0.192483316,0.25008781173164735,0.18440463645943098,40.8,0.087811732,0.7569371268001405,0.023533544081489288,0.002458728,0.037934668071654375,0.010186160871092378,64858,49474,0.1099402880224798,0.41214057507987223,0.18476190476190477,0.423,0,0.7266694317710494,0.017694064,0.27333056822895063,0.08030853,0.19010889292196007,0.18784029038112524,0.4519056261343013,0.1647005444646098,1551,0.5635074145712443,0.16698903932946485,0.24113475177304963,1.83,0.15719618415595188,0.029033596,0.023226876814599753,0.36872666943177107,0.7121212121212122,0.2878787878787879,0.2869116698903933,0.7130883301096067,1339,360800,0,0.4436229205175601,0.21626617375231053,0,0.099754127,0.054092027,0.046868519,
44001030800,6042,0.4938761999337968,0.48808341608738826,0.098477325,0.18752068851373718,0.14399205561072492,22,0.025322741,0.8901026150281364,0.026481297583581597,0.000662032,0.010923535253227408,0,116399,41476,0.074260355,0.36254980079681276,0.031034483,0.3938,0.1244886031560491,0.5375402216660707,0.043897572,0.4624597783339292,0.041532402434658076,0.1460794844253491,0.22413175796634444,0.5331185105621196,0.2184031507339778,1711,0.4482758620689655,0.4254821741671537,0.10461718293395675,1.96,0.33497884344146683,0.008991537,0.023272214,0.4992947813822285,0.8769861609431061,0.1230138390568939,0.6165984804208066,0.38340151957919344,1525,489600,0,0.24922600619195046,0.14086687306501547,0.002492522,0.052466070837471034,0.009102946,0.049936903,
44001030901,6393,0.4891287345534178,0.15141561082433913,0.16627561395276083,0.29375879868606286,0.2072579383700923,45.1,0.012357266,0.9735648365399656,0.001564211,0,0.008290318,0,111469,50318,0.039423077,0.3983739837398374,0.042264151,0.3829,0.031886625,0.644926182,0.009307737,0.35507381797794807,0.12681827494365908,0.21245646383937716,0.1968858840401557,0.4111862323294407,0.13829133374308544,2258,0.2524357838795394,0.6691762621789193,0.059787422,2.75,0.125,0.011904761904761904,0.031994047619047616,0.45665922619047616,0.9847361535106847,0.015263846489315308,0.9313551815766165,0.068644818,1856,416100,0.004871568,0.16666666666666666,0.16666666666666666,0,0.1637728765837635,0.022482736470210374,0.065696227,
