variable,coef,robust_se,IRR,CI_low,CI_high,p_value,label,pct_change
pop_density,-0.13145725461317714,0.041634779813968466,0.8768167542080938,0.8081077110804682,0.951367756944299,0.001591880585957801,Population density,-12.31832457919062
hh_single_person_share,0.1205287017655948,0.04246992489515909,1.128093118765376,1.0379931427883633,1.2260139611204177,0.004540034773536924,Single-person households (%),12.809311876537599
housing_occupied_share,-0.1298710671893452,0.04916934319256773,0.8782086535313909,0.7975257080923158,0.9670540163303979,0.008258815103491827,Housing occupied (%),-12.179134646860913
