GEOID,suicide_rate_per_100k,pct_male,pct_age_15_24,pct_age_25_44,pct_age_45_64,pct_age_65p,pct_hispanic,pct_nh_black,pct_nh_aian,pct_nh_asian,pct_nh_two_or_more,median_hh_income,per_capita_income,poverty_rate_all,poverty_rate_child_u18,poverty_rate_elderly_65p,gini_index,hh_public_assistance_share,lfp_rate_16p,unemployment_rate,edu_lt_hs_25p,edu_hs_grad_25p,edu_some_college_25p,edu_grad_prof_25p,hh_single_person_share,hh_female_householder_no_spouse_share,avg_hh_size,marital_never_married_share_15p,marital_divorced_share_15p,marital_separated_share_15p,housing_occupied_share,renter_occupied_share,overcrowding_rate_gt1pproom,rent_burdened_gt30,rent_burdened_gt50,residential_stability_same_house_1yr,foreign_born_share,uninsured_rate,veteran_share_18p
44001030100,20.12072435,0.4774647887323943,0.1124748490945674,0.1559356136820925,0.2975855130784708,0.1676056338028169,0.1020120724346076,0.000603622,0,0.046076459,0,123646,60780,0.053524004,0.2786259541984733,0.039615846,0.4719,0.004025302,0.6231075697211156,0.019607843,0.027876631,0.09460261,0.1245551601423487,0.3149466192170818,0.1966647498562392,0.1673375503162737,2.82,0.1384457025218733,0.016469377,0.05249614,0.9560197910940076,0.1633122484186314,0.016676251,0.7253521126760564,0.1478873239436619,0,0.1066398390342052,0.003873598,0.034284147
44001030200,117.0617501,0.4644424934152765,0.058823529,0.2177348551360843,0.3154814164471758,0.1240854550775534,0.071407668,0.00936494,0,0.038045069,0.000877963,128761,58180,0.033655253,0.2782608695652174,0.099056604,0.3723,0.048231511,0.7302483069977427,0.049459042,0.030144168,0.074705111,0.1183923110528615,0.4084753167321974,0.1631832797427652,0.1463022508038585,2.7,0.1594254937163375,0,0.040574506,0.9896579156722356,0.1921221864951768,0,0.5700934579439252,0.3691588785046729,0.002363368,0.069944396,0.019022534,0.048630977
44001030300,22.04585538,0.4953703703703703,0.08531746,0.1794532627865961,0.3141534391534391,0.1706349206349206,0.037037037,0.010141093,0,0.041446208,0.007054674,172609,64410,0.059964727,0.040441176,0.2868217054263566,0.3623,0.014962594,0.6821210438645197,0.006105006,0.009939083,0.1327348509137544,0.1211926899647322,0.3946777813401731,0.192643392,0.059226933,2.82,0.1451086956521739,0.008423913,0.023641304,0.9098128190584232,0.046134663,0,0,0,0,0.081349206,0.013888889,0.052941176
44001030500,89.73975471,0.4735267723601555,0.1423870774753215,0.2288363745139096,0.2889620101705055,0.2135806162129823,0.037391564,0.017349686,0,0.011367036,0,74444,50275,0.1461117861482381,0.1663201663201663,0.2801120448179272,0.4609,0.004,0.6457905544147844,0.063063063,0.1327498176513493,0.286652079,0.1794310722100656,0.1090444930707512,0.5582857142857143,0.1285714285714285,1.9,0.1912751677852349,0.004026846,0.09966443,0.8997429305912596,0.6542857142857142,0,0.4972826086956521,0.2744565217391304,0.006622517,0.138797487,0.027261833,0.047928792
44001030601,55.20287055,0.5313276290367099,0.166712669,0.175545128,0.3058239028429478,0.1998343913883521,0.043334253,0.011316588,0,0.012144632,0,119120,54478,0.019569472,0,0.096685083,0.3774,0.006603081,0.7373286579534587,0.029399049,0.080485953,0.214123007,0.2072892938496583,0.1290812452543659,0.3382245047688921,0.062362436,2.62,0.194751818,0.040784066,0.036674044,0.8670483460559797,0.1628760088041085,0,0.193069307,0.1237623762376237,0.002208724,0.076179961,0.028235952,0.017578125
44001030602,47.93863854,0.4896931927133269,0.085810163,0.2082933844678811,0.2722914669223394,0.3096836049856184,0.030201342,0.013662512,0,0,0.007430489,78542,47879,0.1118485742379547,0.2,0.1726006191950464,0.4486,0.030827474,0.6191751472951259,0.047722343,0.079790332,0.3433313919627256,0.1956901572510192,0.1616191030867792,0.447809627,0.054624121,2.18,0.1998939554612937,0.010074231,0.054347826,0.9112863479546576,0.3098972417522985,0,0.558935361,0.2832699619771863,0,0.1212847555129434,0.004186161,0.059758772
44001030700,140.4987706,0.4134176325957148,0.2198805760449596,0.192483316,0.2500878117316473,0.1844046364594309,0.087811732,0.023533544,0.002458728,0.037934668,0.010186161,64858,49474,0.1099402880224798,0.4121405750798722,0.1847619047619047,0.423,0,0.7266694317710494,0.017694064,0.08030853,0.190108893,0.1878402903811252,0.1647005444646098,0.5635074145712443,0.2411347517730496,1.83,0.1571961841559518,0.029033596,0.023226877,0.7121212121212122,0.7130883301096067,0,0.4436229205175601,0.2162661737523105,0,0.099754127,0.054092027,0.046868519
44001030800,49.65243297,0.4938761999337968,0.4880834160873882,0.098477325,0.1875206885137371,0.1439920556107249,0.025322741,0.026481298,0.000662032,0.010923535,0,116399,41476,0.074260355,0.3625498007968127,0.031034483,0.3938,0.1244886031560491,0.5375402216660707,0.043897572,0.041532402,0.1460794844253491,0.2241317579663444,0.2184031507339778,0.4482758620689655,0.1046171829339567,1.96,0.3349788434414668,0.008991537,0.023272214,0.8769861609431061,0.3834015195791934,0,0.2492260061919504,0.1408668730650154,0.002492522,0.052466071,0.009102946,0.049936903
44001030901,46.92632567,0.4891287345534178,0.1514156108243391,0.1662756139527608,0.2937587986860628,0.2072579383700923,0.012357266,0.001564211,0,0.008290318,0,111469,50318,0.039423077,0.3983739837398374,0.042264151,0.3829,0.031886625,0.644926182,0.009307737,0.126818275,0.2124564638393771,0.1968858840401557,0.1382913337430854,0.2524357838795394,0.059787422,2.75,0.125,0.011904762,0.031994048,0.9847361535106848,0.068644818,0.004871568,0.1666666666666666,0.1666666666666666,0,0.1637728765837635,0.022482736,0.065696227
44001030902,14.21464108,0.4979388770433546,0.1373134328358209,0.1331911869225302,0.294953802,0.3108742004264392,0.023596304,0.002842928,0,0.007818053,0.00952381,99423,57713,0.093154444,0.2078559738134206,0.1262002743484225,0.4502,0.053040541,0.5434954840754239,0.034585569,0.061153706,0.1723256663015699,0.18985031,0.2322015334063527,0.4192567567567568,0.031418919,2.2,0.1796911558259241,0.034316019,0.040867259,0.9113300492610836,0.2293918918918918,0,0.5038880248833593,0.2410575427682737,0,0.080739161,0.015819042,0.083593365
44003020101,43.49086692,0.4966657002029573,0.1384459263554653,0.2204986952739924,0.2529718759060597,0.2410843722818208,0.125253697,0.00985793,0,0.046245288,0.004783995,81339,46649,0.0752392,0.4527938342967245,0.062537583,0.3968,0,0.6879373542152616,0.06369581,0.1184869274986093,0.2818468384943445,0.2139810865937326,0.1170035230854811,0.3647566235366605,0.1497227356746765,2.12,0.1492835721426191,0.01032989,0.050483172,1,0.2812692544670364,0,0.4062153163152053,0.1198668146503884,0.011350407,0.061032183,0.011162656,0.068830727
44003020102,123.78791,0.5112440684959769,0.1398803383536208,0.1776356509180936,0.2680008252527336,0.288838457,0.1142975036104807,0.01815556,0,0.046833093,0.01423561,64587,44983,0.083753149,0.4235588972431077,0.085714286,0.4437,0.018077601,0.5962747380675204,0.062475595,0.078960905,0.2512860082304526,0.2685185185185185,0.086162551,0.4532627865961199,0.1291887125220458,2.1,0.2258440046565774,0.008847497,0.1024447031431897,0.9442131557035804,0.4021164021164021,0.012786596,0.4400452488687782,0.2726244343891402,0.038774234,0.085826284,0.029806885,0.1151486550259556
44003020200,75.6429652,0.5151285930408472,0.1711422087745839,0.1913767019667171,0.3063540090771558,0.1412632375189107,0.1463691376701966,0.003214826,0,0,0.014183056,69107,35383,0.1219742813918305,0.262015504,0.2904953145917001,0.3898,0.026108579,0.7208390963577685,0.056603774,0.093709552,0.2586073000258866,0.2687030805073777,0.080248512,0.4500621632822213,0.1069208454206382,2.18,0.1478776814240073,0,0.099726152,0.9392759828727132,0.6021549937836718,0,0.3915159944367176,0.1954102920723226,0,0.078479576,0.044818457,0.063258637
44003020300,31.57562362,0.5366277233975371,0.2374486896116198,0.2095042627091885,0.2499210609409536,0.1341964003789074,0.024786865,0.009314809,0,0.01089359,0.004736344,68869,34584,0.143984844,0.3870614035087719,0.2152941176470588,0.3841,0.043406774,0.6707520891364902,0.029501809,0.1132200397263297,0.2944162436548223,0.3765173250937982,0.041050541,0.5014797763893456,0.1417296941795462,2.08,0.2843082636954503,0.019312906,0.088579387,0.917899185,0.6261098322920092,0,0.4661290322580645,0.2591397849462366,0,0.040732554,0.016943785,0.063679695
44003020400,61.53846154,0.5110769230769231,0.2295384615384615,0.232,0.232,0.1289230769230769,0.075076923,0,0.011384615,0.009846154,0,94054,50284,0.1014897579143389,0.3302752293577982,0.1431980906921241,0.4558,0.007564297,0.7813884785819794,0.049149338,0.1714654061022776,0.2243231628706489,0.268586162,0.097120756,0.34871407,0.1467473524962178,2.45,0.2076839434577745,0.031533164,0.025009061,0.907967033,0.4886535552193646,0.055975794,0.5351437699680511,0.134185304,0,0.083692308,0.042769231,0.074822297
44003020500,22.68602541,0.4503176043557169,0.1136569872958257,0.2102994555353902,0.3563974591651542,0.1810344827586207,0.1626588021778584,0.041742287,0,0.027450091,0.003629764,87328,50292,0.050362976,0.040540541,0.095238095,0.3948,0.015048544,0.7181295715778474,0.028737723,0.031275948,0.3891502906172156,0.2305563243841683,0.068087462,0.3844660194174757,0.097087379,2.13,0.1013584117032393,0.007575758,0.093521421,0.9730751062824752,0.337378641,0,0.4863309352517985,0.1640287769784172,0,0.1272686025408348,0.03561706,0.079799842
44003020601,90.47044632,0.4669782870928829,0.1533474065138721,0.1908926417370325,0.3407720144752714,0.1191194209891435,0.038148372,0,0,0.025331725,0,121893,48571,0.060610734,0.5216284987277354,0.039240506,0.3187,0.025,0.7857523538816842,0.040482147,0.1007867318732723,0.1779715075483733,0.2032745056347012,0.080161599,0.2976190476190476,0.1003968253968254,2.57,0.1701534170153417,0.003138075,0.069386332,1,0.1678571428571428,0.000793651,0.081683168,0.017326733,0.006082725,0.038751508,0.01362651,0.056529112
44003020602,146.6705779,0.4810794954532121,0.116456439,0.2129656790847756,0.3141683778234086,0.1924317981812848,0.044294515,0.002933412,0,0.010853623,0.002346729,79000,39789,0.1100029334115576,0.1973333333333333,0.1478658536585365,0.3685,0.045454545,0.6775685497191939,0.061264822,0.086498684,0.3091387739751786,0.2342986084994358,0.065814216,0.4194805194805194,0.1337662337662337,2.21,0.1817886178861788,0.033821138,0.045203252,0.9221556886227544,0.209090909,0.037012987,0.402027027,0.2229729729729729,0,0.019067175,0.006209344,0.059511158
44003020603,76.88759034,0.5026910656620022,0.1104105797324311,0.2037521144087344,0.3098569890819622,0.2492695678917422,0.057050592,0.000153775,0,0,0,91744,46055,0.1191028615622583,0.335064935,0.1159777914867365,0.4027,0.018874399,0.6160153524075367,0.034551119,0.08453134,0.3235576001533448,0.2353843204907034,0.076097374,0.3246396705559368,0.098146877,2.23,0.122441901,0.020811655,0.093305584,0.9396968719767816,0.2076183939601922,0,0.8209876543209876,0.5534979423868313,0.007743534,0.024757804,0.027859012,0.093854552
44003020702,19.73554371,0.5000986777185712,0.1205841720939411,0.1509769094138543,0.3522794552989934,0.2044602328794158,0.02723505,0.008288928,0,0.003947109,0.008880995,132533,55776,0.067537688,0.2291666666666666,0.1167953667953668,0.3908,0.010683761,0.6672897196261682,0.017507003,0.058728882,0.2156074014481094,0.1574148565299007,0.2153392330383481,0.2451923076923076,0.1175213675213675,2.67,0.1559485530546623,0.008727607,0.056040423,0.9831932773109244,0.05715812,0.004273504,0.514018692,0.514018692,0,0.035721334,0.013139558,0.067905647
44003020703,29.6647879,0.5261050133491546,0.07342035,0.2061702758825274,0.2864135271432809,0.184366657,0.026253337,0,0,0,0,119375,49227,0.040309138,0.2368421052631578,0.024135157,0.3866,0.005035669,0.680204042,0.045191194,0.021032505,0.2993414064159762,0.2328446993838963,0.1185468451242829,0.2144355853965589,0.090222409,2.77,0.1156036446469248,0.009681093,0.04460896,0.8659156976744186,0.088543852,0.016785564,0.6492890995260664,0.4407582938388625,0,0.045980421,0.00227825,0.051942902
44003020800,75.78053956,0.4936344346771749,0.1655046983934525,0.1786905122764474,0.2967565929069415,0.1803576841467111,0.082752349,0.003789027,0.002273416,0.01409518,0.017732646,137485,50238,0.017519805,0.086956522,0.012605042,0.352,0.076218242,0.6867491482876098,0.078240253,0.087645407,0.1933413557962294,0.2747693541917368,0.1805054151624548,0.1499375260308205,0.1507705122865472,2.73,0.1311706629055007,0.005994358,0.044957687,0.9569549621363092,0.1740941274468971,0,0.3343195266272189,0.035502959,0.010367434,0.1042740224310397,0.000762079,0.084308264
44003020901,53.3191149,0.5190615835777126,0.1165022660623833,0.2362036790189282,0.2732604638762996,0.16928819,0.078379099,0,0.002665956,0.1415622500666488,0,112619,62473,0.084854995,0.1930379746835443,0.1275590551181102,0.4891,0.033373063,0.69524727,0.054965358,0.019119769,0.096681097,0.1439393939393939,0.3358585858585858,0.401072706,0.085816448,2.23,0.1820456678135752,0.021582734,0.045667814,0.8935037273695421,0.4266984505363528,0.027413588,0.4604651162790698,0.1720930232558139,0.005611972,0.1085043988269794,0.008264463,0.066376131
44003020903,75.50588946,0.5013591060102688,0.052703111,0.1735125339776502,0.3107822410147992,0.1661129568106312,0.014950166,0.01359106,0,0.1183932346723044,0,199189,91892,0.044273636,0.3576388888888889,0.071818182,0.4609,0.012477718,0.6246781540899188,0.023763648,0.024829157,0.09453303,0.1587699316628701,0.3697038724373576,0.2388591800356506,0.015151515,2.88,0.1364613880742913,0.018768328,0.013098729,0.9651612903225808,0.059714795,0,0.2784810126582278,0.2784810126582278,0.018529957,0.1886137118695258,0.002582802,0.094237435
44003021001,40.22526146,0.50160901,0.1295253419147224,0.1858407079646017,0.2964601769911504,0.1878519710378117,0.1150442477876106,0.055108608,0,0.047868061,0,96250,44356,0.048242028,0.1610169491525423,0.092077088,0.3749,0.008919722,0.6483516483516484,0.059690494,0.091886083,0.2256851155292853,0.3336915636754433,0.094035465,0.333994054,0.1347869177403369,2.46,0.1713091922005571,0.019498607,0.089600743,0.9892156862745098,0.1337958374628345,0.03567889,0.5,0.054545455,0.0076428,0.1255028157683025,0.010458568,0.057344064
44003021002,22.54791432,0.4717023675310033,0.038782413,0.2426155580608793,0.3249154453213078,0.2085682074408117,0.03945885,0.01848929,0,0.006538895,0.014205186,82500,46828,0.1190529875986471,0.6003787878787878,0.050810811,0.3668,0.012140288,0.6742485783915516,0.05984634,0.035633484,0.1914592760180995,0.3201357466063348,0.1445135746606334,0.5040467625899281,0.1425359712230215,1.99,0.1825074465204441,0.003790956,0.06661251,0.9455782312925172,0.1587230215827338,0.010341727,0.5255681818181818,0,0,0.057722661,0.03847895,0.066722269
44003021100,100,0.4802,0.155,0.1844,0.2532,0.1986,0.0374,0.0226,0,0,0,84730,38716,0.121,0.3057851239669421,0.2547834843907351,0.3852,0.014891697,0.7096064531899291,0.054426455,0.015338263,0.2897836209257737,0.2758148452478773,0.066009313,0.4602888086642599,0.1845667870036101,2.25,0.2210249042145594,0,0.037595785,0.9555843035791288,0.4043321299638989,0,0.5122850122850123,0.3194103194103194,0,0.0236,0.0164,0.1132457027300303
44003021200,28.39295855,0.5159000567859171,0.1490630323679727,0.2674616695059625,0.2541169789892106,0.1902328222600795,0.1081771720613287,0.1590005678591709,0,0.036626917,0.003123225,87209,60615,0.053264605,0.1505376344086021,0.1313432835820895,0.5117,0.009779951,0.7065750736015701,0.049074074,0.071860548,0.2621842760583422,0.3336890786197083,0.075773746,0.3465770171149144,0.086797066,2.15,0.2126267582597317,0.007196598,0.036964344,0.9332572732458644,0.2059902200488997,0.006723716,0.7626112759643917,0.3946587537091988,0.009098664,0.1127200454287336,0.05479841,0.05969657
44003021300,85.26966532,0.4711149008740141,0.099978683,0.1366446386697932,0.3764655723726284,0.2086975058622895,0.019398849,0.060328288,0,0,0.009166489,92073,53629,0.068642081,0,0.070480082,0.4386,0.015639374,0.619234544,0.026746507,0.037385766,0.225976184,0.2088064248130711,0.2132373303793963,0.4052437902483901,0.098436063,2.14,0.1313799621928166,0.005907372,0.059310019,0.9718372820742064,0.086476541,0.021619135,0.7180851063829787,0.175531915,0.003214745,0.058409721,0.083476027,0.063607925
44003021401,24.64268112,0.4627895515032035,0.1638738294726466,0.1769344504682109,0.3173977328733366,0.1700344997535731,0.034253327,0.031542632,0,0.019960572,0,110000,43850,0.043124692,0.08,0.092753623,0.3388,0.025324675,0.6801631226332654,0.040685225,0.065589661,0.2426494345718901,0.1919224555735056,0.1221324717285945,0.2402597402597402,0.1603896103896104,2.61,0.1797752808988764,0.001728608,0.024776721,0.9871794871794872,0.111038961,0,0.4586466165413533,0.2406015037593984,0.003455937,0.065303105,0.036224741,0.072597441
44003021402,53.99568035,0.5037796976241901,0.1428185745140388,0.3118250539956803,0.1814254859611231,0.1495680345572354,0.086663067,0.001349892,0,0.007289417,0.012149028,71419,36537,0.066299862,0.1825726141078838,0.066787004,0.3999,0.008368201,0.7283120376597175,0.096029548,0.1147036181678214,0.3144726712856043,0.258275597,0.077367206,0.40027894,0.1478382147838214,2.54,0.1917532685216225,0.004693262,0.099228964,0.9937629937629938,0.29986053,0.0041841,0.4058679706601467,0.1222493887530562,0.014626219,0.025917927,0.031728665,0.069415808
44003021502,74.33102081,0.4935579781962338,0.1575817641228939,0.1684836471754212,0.3027750247770069,0.207631318,0.067393459,0.003221011,0,0.008919722,0,90746,44786,0.1038671294000991,0.4844868735083532,0.093078759,0.4608,0.05375,0.6037898363479759,0.075606277,0.091123067,0.2125084061869536,0.3043039677202421,0.087088097,0.293125,0.13125,2.52,0.1680503864872602,0.022044088,0.046951045,0.9148084619782731,0.145625,0,0.40625,0.1160714285714285,0,0.027998018,0.023054041,0.056279621
44003021600,62.97229219,0.4918136020151133,0.072418136,0.1542821158690176,0.3123425692695214,0.3129722921914357,0.060453401,0,0,0.006926952,0.013853904,125673,86177,0.045969773,0.01369863,0.1006036217303823,0.5375,0.013657056,0.5335276967930029,0.032786885,0.059984215,0.048145225,0.228887135,0.2146803472770323,0.2458270106221547,0.074355083,2.4,0.1511299435028248,0.020480226,0.016949153,0.9441260744985672,0.040971168,0.006069803,0.3529411764705882,0.3529411764705882,0,0.033375315,0.006926952,0.072431633
44003021700,59.33544304,0.557753165,0.128757911,0.1726661392405063,0.318631329,0.2114319620253164,0.1058148734177215,0.012856013,0.003362342,0.03659019,0,82520,36725,0.1014118114933386,0.3803921568627451,0.1234798877455566,0.3307,0.044556729,0.6973321067157314,0.1028533510285335,0.07672956,0.2422641509433962,0.4533333333333333,0.050062893,0.2994947175011483,0.076251723,2.32,0.1770999317095379,0.019804234,0.047348054,0.9967948717948718,0.1318327974276527,0.007808911,0.554006969,0.3310104529616725,0,0.090783228,0.017100815,0.092451027
44003021800,78.65757735,0.4538542212899842,0.1520713162034609,0.1738332459360251,0.2939171473518616,0.2401678028316727,0.09124279,0.04090194,0.000524384,0.011536445,0,72500,42592,0.053754941,0.068627451,0.088427948,0.452,0.04781106,0.6266626360338573,0,0.1219426974143955,0.3357791754018169,0.1953179594689028,0.045772187,0.5155529953917051,0.091013825,2.19,0.1608785989907984,0.025230039,0.057287029,0.9491525423728814,0.4187788018433179,0.012096774,0.4594222833562586,0.1499312242090784,0,0.072102779,0.013109596,0.061585366
44003021901,32.09242619,0.4922978177150192,0.1485879332477535,0.2557766367137356,0.1832477535301668,0.1562901155327342,0.055198973,0.062259307,0,0.01957638,0.002888318,85723,40497,0.051347882,0.58125,0.090349076,0.3389,0.006264683,0.7537537537537538,0.017643711,0.071910112,0.2764044943820224,0.2116853932584269,0.044494382,0.4142521534847298,0.1785434612372748,2.44,0.1428571428571428,0.008102345,0.066098081,0.986100386,0.2247454972592012,0,0.5400696864111498,0.066202091,0,0.043324775,0.008344031,0.023295945
44003021902,106.4962726,0.549520767,0.1984380546680866,0.1377351792687255,0.3304934327298544,0.2183173588924387,0.026624068,0.020944267,0,0.035853745,0,110644,48550,0.00535523,0,0.003252033,0.2987,0,0.7409181636726547,0.068426724,0.044289044,0.2055944055944056,0.3184149184149184,0.035897436,0.3934426229508196,0.047540984,2.28,0.2834583497828661,0.007106198,0.043821555,0.898379971,0.1557377049180328,0.030327869,0.4953271028037383,0.1121495327102803,0.00035791,0.034078807,0.004284184,0.066987565
44003022000,27.52546105,0.426094137,0.1032204789430222,0.2157996146435452,0.2447013487475915,0.2430498210845031,0.02091935,0.007707129,0,0.1136801541425818,0.007431874,89038,49384,0.027272727,0,0.057757644,0.4275,0.062909567,0.6241111829347123,0.032107716,0.056959772,0.296190815,0.2054111783552865,0.1278034887860448,0.5294888597640891,0.020314548,2.29,0.1506140917905623,0.024240465,0.078539108,0.9067142008318478,0.3971166448230668,0.024901704,0.4937833037300178,0.1758436944937833,0,0.1255161023947151,0.01875,0.095530536
44003022100,61.21824304,0.4880624426078971,0.1411080501989592,0.2075298438934802,0.2696663605754514,0.1613100704009795,0.076828895,0.029843893,0,0,0,102333,42099,0.038238521,0.040983607,0.082542694,0.3521,0.017661901,0.7162445248524091,0.01302845,0.093339274,0.2229895299621296,0.2044998886166184,0.1214078859434172,0.3107653490328007,0.1619007569386038,2.68,0.1558466211085801,0.010820046,0.059415338,0.9299960891669926,0.1707317073170731,0,0.7087628865979382,0.4020618556701031,0,0.044995409,0.006095655,0.037102473
44003022201,28.88503755,0.4952339688041594,0.1166955517042172,0.187319469,0.2966493356441363,0.1842865395725014,0.031195841,0,0.001010976,0.020075101,0,133763,68724,0.025274408,0.097142857,0.109717868,0.4174,0.023542195,0.6776614310645724,0.039286637,0.040965321,0.1068748732508619,0.1675116609207057,0.2741837355505983,0.3252444766388989,0.020282506,2.51,0.1441627866873598,0.019313675,0.028798069,0.9846647646219686,0.2426657008330315,0,0.5163297045101088,0.1990668740279937,0,0.062391681,0.003907381,0.05478694
