variable,coef,robust_se,IRR,CI_low,CI_high,p_value
const,-7.399606232905498,0.042314461688374314,0.0006114934997476914,0.0005628254272503707,0.0006643699487076321,0.0
pop_density,-0.13145725461317714,0.041634779813968466,0.8768167542080938,0.8081077110804682,0.951367756944299,0.001591880585957801
hh_single_person_share,0.1205287017655948,0.04246992489515909,1.128093118765376,1.0379931427883633,1.2260139611204177,0.004540034773536924
housing_occupied_share,-0.1298710671893452,0.04916934319256773,0.8782086535313909,0.7975257080923158,0.9670540163303979,0.008258815103491827
