GEOID,suicide_rate_per_100k,pct_male,median_age,pct_hispanic,pct_nh_black,pct_nh_aian,pct_nh_asian,pct_nh_two_or_more,median_hh_income,poverty_rate_all,poverty_rate_child_u18,poverty_rate_elderly_65p,gini_index,hh_public_assistance_share,lfp_rate_16p,unemployment_rate,edu_grad_prof_25p,hh_single_person_share,avg_hh_size,marital_divorced_share_15p,housing_occupied_share,renter_occupied_share,overcrowding_rate_gt1pproom,rent_burdened_gt30,rent_burdened_gt50,residential_stability_same_house_1yr,uninsured_rate,veteran_share_18p
44003020101,43.49086692,0.4966657002029573,44.2,0.125253697,0.00985793,0,0.046245288,0.004783995,81339,0.0752392,0.4527938342967245,0.062537583,0.3968,0,0.6879373542152616,0.06369581,0.1170035230854811,0.3647566235366605,2.12,0.01032989,1,0.2812692544670364,0,0.4062153163152053,0.1198668146503884,0.011350407,0.011162656,0.068830727
44003020102,123.78791,0.5112440684959769,46.6,0.1142975036104807,0.01815556,0,0.046833093,0.01423561,64587,0.083753149,0.4235588972431077,0.085714286,0.4437,0.018077601,0.5962747380675204,0.062475595,0.086162551,0.4532627865961199,2.1,0.008847497,0.9442131557035804,0.4021164021164021,0.012786596,0.4400452488687782,0.2726244343891402,0.038774234,0.029806885,0.1151486550259556
44003020200,75.6429652,0.5151285930408472,38.8,0.1463691376701966,0.003214826,0,0,0.014183056,69107,0.1219742813918305,0.262015504,0.2904953145917001,0.3898,0.026108579,0.7208390963577685,0.056603774,0.080248512,0.4500621632822213,2.18,0,0.9392759828727132,0.6021549937836718,0,0.3915159944367176,0.1954102920723226,0,0.044818457,0.063258637
44003020300,31.57562362,0.5366277233975371,33.5,0.024786865,0.009314809,0,0.01089359,0.004736344,68869,0.143984844,0.3870614035087719,0.2152941176470588,0.3841,0.043406774,0.6707520891364902,0.029501809,0.041050541,0.5014797763893456,2.08,0.019312906,0.917899185,0.6261098322920092,0,0.4661290322580645,0.2591397849462366,0,0.016943785,0.063679695
44003020400,61.53846154,0.5110769230769231,34.2,0.075076923,0,0.011384615,0.009846154,0,94054,0.1014897579143389,0.3302752293577982,0.1431980906921241,0.4558,0.007564297,0.7813884785819794,0.049149338,0.097120756,0.34871407,2.45,0.031533164,0.907967033,0.4886535552193646,0.055975794,0.5351437699680511,0.134185304,0,0.042769231,0.074822297
44003020500,22.68602541,0.4503176043557169,48.8,0.1626588021778584,0.041742287,0,0.027450091,0.003629764,87328,0.050362976,0.040540541,0.095238095,0.3948,0.015048544,0.7181295715778474,0.028737723,0.068087462,0.3844660194174757,2.13,0.007575758,0.9730751062824752,0.337378641,0,0.4863309352517985,0.1640287769784172,0,0.03561706,0.079799842
44003020601,90.47044632,0.4669782870928829,42.3,0.038148372,0,0,0.025331725,0,121893,0.060610734,0.5216284987277354,0.039240506,0.3187,0.025,0.7857523538816842,0.040482147,0.080161599,0.2976190476190476,2.57,0.003138075,1,0.1678571428571428,0.000793651,0.081683168,0.017326733,0.006082725,0.01362651,0.056529112
44003020602,146.6705779,0.4810794954532121,46.3,0.044294515,0.002933412,0,0.010853623,0.002346729,79000,0.1100029334115576,0.1973333333333333,0.1478658536585365,0.3685,0.045454545,0.6775685497191939,0.061264822,0.065814216,0.4194805194805194,2.21,0.033821138,0.9221556886227544,0.209090909,0.037012987,0.402027027,0.2229729729729729,0,0.006209344,0.059511158
44003020603,76.88759034,0.5026910656620022,48.8,0.057050592,0.000153775,0,0,0,91744,0.1191028615622583,0.335064935,0.1159777914867365,0.4027,0.018874399,0.6160153524075367,0.034551119,0.076097374,0.3246396705559368,2.23,0.020811655,0.9396968719767816,0.2076183939601922,0,0.8209876543209876,0.5534979423868313,0.007743534,0.027859012,0.093854552
44003020702,19.73554371,0.5000986777185712,48.7,0.02723505,0.008288928,0,0.003947109,0.008880995,132533,0.067537688,0.2291666666666666,0.1167953667953668,0.3908,0.010683761,0.6672897196261682,0.017507003,0.2153392330383481,0.2451923076923076,2.67,0.008727607,0.9831932773109244,0.05715812,0.004273504,0.514018692,0.514018692,0,0.013139558,0.067905647
44003020703,29.6647879,0.5261050133491546,44.2,0.026253337,0,0,0,0,119375,0.040309138,0.2368421052631578,0.024135157,0.3866,0.005035669,0.680204042,0.045191194,0.1185468451242829,0.2144355853965589,2.77,0.009681093,0.8659156976744186,0.088543852,0.016785564,0.6492890995260664,0.4407582938388625,0,0.00227825,0.051942902
44003020800,75.78053956,0.4936344346771749,43.7,0.082752349,0.003789027,0.002273416,0.01409518,0.017732646,137485,0.017519805,0.086956522,0.012605042,0.352,0.076218242,0.6867491482876098,0.078240253,0.1805054151624548,0.1499375260308205,2.73,0.005994358,0.9569549621363092,0.1740941274468971,0,0.3343195266272189,0.035502959,0.010367434,0.000762079,0.084308264
44003020901,53.3191149,0.5190615835777126,40,0.078379099,0,0.002665956,0.1415622500666488,0,112619,0.084854995,0.1930379746835443,0.1275590551181102,0.4891,0.033373063,0.69524727,0.054965358,0.3358585858585858,0.401072706,2.23,0.021582734,0.8935037273695421,0.4266984505363528,0.027413588,0.4604651162790698,0.1720930232558139,0.005611972,0.008264463,0.066376131
44003020903,75.50588946,0.5013591060102688,43.2,0.014950166,0.01359106,0,0.1183932346723044,0,199189,0.044273636,0.3576388888888889,0.071818182,0.4609,0.012477718,0.6246781540899188,0.023763648,0.3697038724373576,0.2388591800356506,2.88,0.018768328,0.9651612903225808,0.059714795,0,0.2784810126582278,0.2784810126582278,0.018529957,0.002582802,0.094237435
44003021001,40.22526146,0.50160901,42.8,0.1150442477876106,0.055108608,0,0.047868061,0,96250,0.048242028,0.1610169491525423,0.092077088,0.3749,0.008919722,0.6483516483516484,0.059690494,0.094035465,0.333994054,2.46,0.019498607,0.9892156862745098,0.1337958374628345,0.03567889,0.5,0.054545455,0.0076428,0.010458568,0.057344064
44003021002,22.54791432,0.4717023675310033,47.2,0.03945885,0.01848929,0,0.006538895,0.014205186,82500,0.1190529875986471,0.6003787878787878,0.050810811,0.3668,0.012140288,0.6742485783915516,0.05984634,0.1445135746606334,0.5040467625899281,1.99,0.003790956,0.9455782312925172,0.1587230215827338,0.010341727,0.5255681818181818,0,0,0.03847895,0.066722269
44003021100,100,0.4802,36.7,0.0374,0.0226,0,0,0,84730,0.121,0.3057851239669421,0.2547834843907351,0.3852,0.014891697,0.7096064531899291,0.054426455,0.066009313,0.4602888086642599,2.25,0,0.9555843035791288,0.4043321299638989,0,0.5122850122850123,0.3194103194103194,0,0.0164,0.1132457027300303
44003021200,28.39295855,0.5159000567859171,41,0.1081771720613287,0.1590005678591709,0,0.036626917,0.003123225,87209,0.053264605,0.1505376344086021,0.1313432835820895,0.5117,0.009779951,0.7065750736015701,0.049074074,0.075773746,0.3465770171149144,2.15,0.007196598,0.9332572732458644,0.2059902200488997,0.006723716,0.7626112759643917,0.3946587537091988,0.009098664,0.05479841,0.05969657
44003021300,85.26966532,0.4711149008740141,51.5,0.019398849,0.060328288,0,0,0.009166489,92073,0.068642081,0,0.070480082,0.4386,0.015639374,0.619234544,0.026746507,0.2132373303793963,0.4052437902483901,2.14,0.005907372,0.9718372820742064,0.086476541,0.021619135,0.7180851063829787,0.175531915,0.003214745,0.083476027,0.063607925
44003021401,24.64268112,0.4627895515032035,44.2,0.034253327,0.031542632,0,0.019960572,0,110000,0.043124692,0.08,0.092753623,0.3388,0.025324675,0.6801631226332654,0.040685225,0.1221324717285945,0.2402597402597402,2.61,0.001728608,0.9871794871794872,0.111038961,0,0.4586466165413533,0.2406015037593984,0.003455937,0.036224741,0.072597441
44003021402,53.99568035,0.5037796976241901,36.6,0.086663067,0.001349892,0,0.007289417,0.012149028,71419,0.066299862,0.1825726141078838,0.066787004,0.3999,0.008368201,0.7283120376597175,0.096029548,0.077367206,0.40027894,2.54,0.004693262,0.9937629937629938,0.29986053,0.0041841,0.4058679706601467,0.1222493887530562,0.014626219,0.031728665,0.069415808
44003021502,74.33102081,0.4935579781962338,47.7,0.067393459,0.003221011,0,0.008919722,0,90746,0.1038671294000991,0.4844868735083532,0.093078759,0.4608,0.05375,0.6037898363479759,0.075606277,0.087088097,0.293125,2.52,0.022044088,0.9148084619782731,0.145625,0,0.40625,0.1160714285714285,0,0.023054041,0.056279621
44003021600,62.97229219,0.4918136020151133,57.4,0.060453401,0,0,0.006926952,0.013853904,125673,0.045969773,0.01369863,0.1006036217303823,0.5375,0.013657056,0.5335276967930029,0.032786885,0.2146803472770323,0.2458270106221547,2.4,0.020480226,0.9441260744985672,0.040971168,0.006069803,0.3529411764705882,0.3529411764705882,0,0.006926952,0.072431633
44003021700,59.33544304,0.557753165,47,0.1058148734177215,0.012856013,0.003362342,0.03659019,0,82520,0.1014118114933386,0.3803921568627451,0.1234798877455566,0.3307,0.044556729,0.6973321067157314,0.1028533510285335,0.050062893,0.2994947175011483,2.32,0.019804234,0.9967948717948718,0.1318327974276527,0.007808911,0.554006969,0.3310104529616725,0,0.017100815,0.092451027
44003021800,78.65757735,0.4538542212899842,50.4,0.09124279,0.04090194,0.000524384,0.011536445,0,72500,0.053754941,0.068627451,0.088427948,0.452,0.04781106,0.6266626360338573,0,0.045772187,0.5155529953917051,2.19,0.025230039,0.9491525423728814,0.4187788018433179,0.012096774,0.4594222833562586,0.1499312242090784,0,0.013109596,0.061585366
44003021901,32.09242619,0.4922978177150192,34.8,0.055198973,0.062259307,0,0.01957638,0.002888318,85723,0.051347882,0.58125,0.090349076,0.3389,0.006264683,0.7537537537537538,0.017643711,0.044494382,0.4142521534847298,2.44,0.008102345,0.986100386,0.2247454972592012,0,0.5400696864111498,0.066202091,0,0.008344031,0.023295945
44003021902,106.4962726,0.549520767,49.7,0.026624068,0.020944267,0,0.035853745,0,110644,0.00535523,0,0.003252033,0.2987,0,0.7409181636726547,0.068426724,0.035897436,0.3934426229508196,2.28,0.007106198,0.898379971,0.1557377049180328,0.030327869,0.4953271028037383,0.1121495327102803,0.00035791,0.004284184,0.066987565
44003022000,27.52546105,0.426094137,44.5,0.02091935,0.007707129,0,0.1136801541425818,0.007431874,89038,0.027272727,0,0.057757644,0.4275,0.062909567,0.6241111829347123,0.032107716,0.1278034887860448,0.5294888597640891,2.29,0.024240465,0.9067142008318478,0.3971166448230668,0.024901704,0.4937833037300178,0.1758436944937833,0,0.01875,0.095530536
44003022100,61.21824304,0.4880624426078971,38.7,0.076828895,0.029843893,0,0,0,102333,0.038238521,0.040983607,0.082542694,0.3521,0.017661901,0.7162445248524091,0.01302845,0.1214078859434172,0.3107653490328007,2.68,0.010820046,0.9299960891669926,0.1707317073170731,0,0.7087628865979382,0.4020618556701031,0,0.006095655,0.037102473
44003022201,28.88503755,0.4952339688041594,44,0.031195841,0,0.001010976,0.020075101,0,133763,0.025274408,0.097142857,0.109717868,0.4174,0.023542195,0.6776614310645724,0.039286637,0.2741837355505983,0.3252444766388989,2.51,0.019313675,0.9846647646219686,0.2426657008330315,0,0.5163297045101088,0.1990668740279937,0,0.003907381,0.05478694
44003022300,93.479785,0.3982238840850666,43.1,0.09558308,0.011918673,0.001635896,0.094414583,0.021032952,58893,0.1172186986140474,0.098196393,0.2527733755942947,0.4282,0.028033088,0.5086393088552916,0.066348195,0.1336588342996643,0.5349264705882353,1.96,0.007252216,0.9477351916376306,0.5753676470588235,0,0.5552654482158399,0.1409921671018277,0,0.016826361,0.108546304
44003022400,46.25346901,0.4454209065679926,58.3,0.017576318,0.00693802,0,0.056891767,0,77019,0.018963922,0.073170732,0.048571429,0.5224,0.037069726,0.6023970818134445,0.034602076,0.1700605393505778,0.4739629302736098,1.91,0.026055237,0.9750430292598968,0.1862312444836716,0,0.551219512,0.2,0.028275212,0,0.079872204
44005040101,60.28938907,0.5068327974276527,46.1,0.1091237942122186,0.007234727,0,0.016278135,0,96176,0.069095477,0.5848484848484848,0.015858209,0.3842,0.0245,0.6856042368801155,0.054034838,0.1616133518776077,0.3045,2.39,0.042850265,0.9385265133740028,0.1955,0,0.2047872340425532,0.061170213,0.005718954,0.039465695,0.1178109956929313
44005040400,63.62334977,0.5392078892953714,53.1,0.022268172,0.013519962,0,0.003658343,0.005567043,128338,0.050229058,0,0.079003181,0.464,0,0.5569884316328466,0.024964838,0.2568603712671509,0.3586915176873336,2.32,0.023854245,0.7829064919594997,0.2864206922784328,0,0.4581993569131832,0.2620578778135048,0.003509892,0.015081206,0.097169998
44005040500,43.84042087,0.443445857,30.7,0.1740464708461201,0.1740464708461201,0.027400263,0.000876808,0.003288032,42852,0.2472599736957474,0.5585106382978723,0.2377049180327868,0.4681,0.093291405,0.6725820763087844,0.069487751,0.090425532,0.3867924528301887,2.39,0.013856132,0.9660759493670886,0.6677148846960168,0,0.6804123711340206,0.176050753,0.007704509,0.04059122,0.058403634
44005040600,44.7828034,0.4487236901030004,45.7,0.025750112,0.069189431,0.000223914,0.091804747,0.018137035,95436,0.088709677,0.2095959595959595,0.1629139072847682,0.4037,0.054401583,0.7344449975111996,0.1101169993117687,0.242398164,0.5756676557863502,2.2,0.00273768,0.8246329526916802,0.4817012858555885,0,0.5118376550169109,0.2187147688838782,0.007836991,0.055668703,0.1110271903323262
44005040700,59.80861244,0.5113636363636364,54.8,0.1058612440191387,0.007476077,0,0.020933014,0,112887,0.1120767156128259,0.3716577540106952,0.057675244,0.5058,0.009030704,0.5955760977220205,0.1211428571428571,0.3345362684951281,0.4214328717639976,2,0.0029615,0.8300849575212393,0.2588801926550271,0,0.419811321,0.294811321,0,0.06899696,0.083022704
44005040800,126.2095078,0.396718553,49.6,0.011358856,0.080774085,0,0.010096761,0,82011,0.1727941176470588,0.2047872340425532,0.1919770773638968,0.5954,0.008368201,0.5141662796098467,0.1167747914735866,0.3012048192771084,0.6527196652719666,1.82,0.026161479,0.6844215349369989,0.6175732217573222,0,0.6401098901098901,0.3118131868131868,0.010938157,0.017833259,0.059301769
44005040900,41.20313144,0.4165636588380716,37,0.070251339,0.009064689,0,0.017717347,0,95139,0.1104863649142535,0.3384223918575064,0.1186440677966101,0.5356,0.004656577,0.5392200806813088,0.094900222,0.2812608243851749,0.3777648428405122,2.05,0.000890274,0.7427583225248595,0.4080325960419092,0.005820722,0.6433770014556041,0.2590975254730713,0.04177982,0.01078516,0.058524788
44005041000,100.5530417,0.615887381,39.4,0.090497738,0.080442433,0.003519356,0,0.030165913,69732,0.1248041775456919,0.1213389121338912,0.130859375,0.5634,0.010824313,0.6431131592421915,0.052416052,0.1703360370799536,0.7452123230641132,1.56,0.023894255,0.7454996896337679,0.5711906744379683,0,0.4556213017751479,0.2159763313609467,0,0.035106383,0.074947589
44005041400,83.31019161,0.502638156,58.2,0,0,0,0.006387115,0,129750,0.029991669,0.074074074,0.055182699,0.5242,0.022813688,0.5706232383338553,0.060922064,0.2770919067215363,0.2978453738910012,2.28,0.006785935,0.6380913869793773,0.1007604562737642,0,0.4963503649635036,0.4306569343065693,0.00474198,0.02193835,0.063319476
44005041601,60.06006006,0.5147147147147147,43.4,0.033033033,0.007207207,0,0.003303303,0.004504505,91716,0.068016929,0.2533333333333333,0.037109375,0.3914,0.015162455,0.7306122448979592,0.028985507,0.1037408407250289,0.3285198555956679,2.4,0.002721088,0.9466848940533152,0.3458483754512635,0.005054152,0.371002132,0.3198294243070362,0.016021765,0.036735923,0.100843289
44005041602,82.9703381,0.4762497407176934,49.7,0.087326281,0.014104957,0,0.004355943,0,91193,0.05225453,0.092741935,0.041124058,0.3976,0.009933775,0.6119331742243437,0.028081123,0.1043745203376822,0.3902554399243141,2.24,0.01097852,0.8938689217758985,0.2478713339640492,0,0.3888888888888889,0.1643518518518518,0.003550543,0.03539823,0.053114437
44005041702,21.30833156,0.4551459620711698,50.5,0.004261666,0.014063499,0,0.006392499,0.013211166,119821,0.012579957,0.1016949152542373,0.0518591,0.3502,0,0.7195701074731318,0.1253097345132743,0.1686440677966101,0.2404775440591245,2.66,0.021447721,0.8158627087198516,0.068789085,0.006253553,0,0,0,0.012510785,0.045384219
44007000101,74.75703962,0.4532768502367306,25.9,0.3700473461250934,0.2075753800149514,0,0.036381759,0.003737852,46934,0.2591372079089275,0.4682080924855491,0.1510015408320493,0.433,0.094353109,0.5633431085043988,0.1978136387298282,0.020823245,0.4267333809864189,2.37,0,0.9803784162578836,0.3974267333809864,0.007147963,0.4929006085192697,0.3752535496957404,0.01127537,0.012216405,0.022076372
44007000102,18.91431814,0.5581615282769056,43.8,0.5982598827312275,0.1121619065632684,0.002269718,0.056742954,0.021562323,66115,0.08667676,0.1288209606986899,0.2593123209169054,0.3982,0.064752252,0.6835529304861426,0.079760718,0.1347499352163773,0.2421171171171171,2.98,0.006567426,0.9372031662269128,0.3890765765765765,0.024774775,0.6048265460030166,0.1885369532428356,0.025009473,0.002649508,0.021311475
44007000400,58.51375073,0.5118002730641701,28.4,0.812755998,0.1199531889994148,0.015408621,0,0,68188,0.1885342789598108,0.5245559038662487,0.2163588390501319,0.5134,0.270935961,0.7159618008185539,0.1817835365853658,0.021229868,0.1970443349753694,3.56,0.005830904,0.8892365456821026,0.733286418,0,0.4727272727272727,0.295959596,0.007731959,0.089721084,0.014701643
44007000500,28.3286119,0.4473087818696883,26.3,0.7490084985835694,0.1756373937677053,0,0.019546742,0.003116147,33560,0.3173241852487135,0.5252252252252252,0.6078431372549019,0.5234,0.1286549707602339,0.5835432409739715,0.1050359712230215,0.037993181,0.3927875243664717,3.44,0,0.8984238178633975,0.7153996101364523,0.040935673,0.6893732970027248,0.2847411444141689,0.019093759,0.071104816,0.004315926
44007000600,95.83133685,0.4389075227599425,33,0.6118830857690465,0.1379971250598946,0.00431241,0.079060853,0.004791567,42837,0.2193823216187433,0.2694174757281553,0.6294820717131474,0.4581,0.069553806,0.7065544197233915,0.033191489,0.079638752,0.6220472440944882,2.46,0.002405292,0.906064209,0.5551181102362205,0,0.3893129770992366,0.2468193384223918,0.037374221,0.003535354,0.030156815
44007000800,141.9590347,0.4378422226728858,30.5,0.162847293,0.076860677,0.000202799,0.1936726830257554,0,54747,0.2249863313285948,0.1822600243013366,0.4253968253968254,0.5689,0.033140655,0.5937888198757764,0.076708508,0.3210154241645244,0.8254335260115607,1.4,0.008488613,0.928443649,0.8782273603082852,0.008863198,0.4623364907532701,0.189445196,0.064118372,0.002636382,0.017184265
44007000900,69.95452956,0.3644630989856593,60.5,0.1206715634837355,0.079748164,0,0.008044771,0.002448409,61250,0.2969653179190751,0.1776155717761557,0.095201238,0.4535,0.048863636,0.3669369051815297,0.053794428,0.1457612456747405,0.8284090909090909,1.56,0.034896017,0.6811145510835913,0.9477272727272728,0,0.2623345367027677,0.1624548736462094,0,0.029023747,0.076923077
44007001000,40.50222762,0.496962333,36.4,0.38963143,0.050222762,0,0.029971648,0.012150668,56591,0.3815309842041312,0.3980891719745223,0.6194968553459119,0.4618,0.1649096385542168,0.6638086642599278,0.1481985044187627,0.14375,0.6686746987951807,1.86,0.003610108,0.8960863697705803,0.8177710843373494,0,0.6820412168792934,0.2993130520117762,0.005672609,0.043742406,0.026581118
44007001100,37.35524841,0.5282032125513635,33,0.1441912588718715,0.078072469,0,0.016809862,0.014194994,96336,0.1008623922009748,0.2304832713754646,0.3712121212121212,0.3605,0.087051939,0.8352895148669797,0.046838407,0.2321270962047661,0.7359180687637161,1.96,0.002725857,0.8570532915360501,0.6839795171909291,0,0.2583892617449664,0.078299776,0,0.016436309,0.006259781
44007001200,52.89605924,0.4892885480031738,33.2,0.5818566516794499,0.098915631,0,0.018513621,0,55401,0.2808312824719716,0.6056475170399221,0.4065420560747663,0.4709,0.1073170731707317,0.6328066215199398,0.1510107015457788,0.1328230526789734,0.4271777,2.57,0.001495327,0.9553928095872172,0.8285714285714286,0,0.3902439024390244,0.1740958788898234,0.011979308,0.066467716,0.009936407
44007001300,128.6670098,0.4526505404014411,33.6,0.3654143077714873,0.116829645,0,0.025990736,0,76333,0.1889436802491565,0.4189560439560439,0.2788671023965142,0.4113,0.088681447,0.7424,0.028448276,0.2278481012658227,0.5857642940490082,2.25,0.002792429,0.8365056124938994,0.6347724620770129,0,0.2111861137897782,0.088717454,0.026211279,0.04298291,0.014360313
44007001400,51.09862034,0.4815193323113609,33.5,0.6911940044285471,0.1563617782319877,0.025889968,0.037812979,0.006642821,47447,0.2703780783905654,0.4381013470173188,0.3787878787878788,0.4282,0.1166429587482219,0.5559447764269524,0.09340252,0.006666667,0.3314366998577525,2.74,0,0.9032119914346896,0.7245139876718824,0,0.2615268329554044,0.2018140589569161,0,0.089933572,0.003367759
44007001700,47.58505829,0.5196288365453248,30.6,0.7235308113252439,0.082798001,0,0.016416845,0.005710207,58384,0.2386390673328574,0.4695912263210369,0.4036144578313253,0.3572,0.1539558089807555,0.7411461687057308,0.1521640091116173,0.07164751,0.3014967925873129,2.99,0,0.8214285714285714,0.5937277263007841,0.03064861,0.5923645320197044,0.1822660098522167,0,0.058349609,0.020069204
44007001800,15.37751807,0.4357988620636629,33.6,0.556666154,0.2483469168076272,0,0.020452099,0.009380286,57808,0.29303857,0.4173354735152488,0.7168949771689498,0.4472,0.1654874213836478,0.7155818540433925,0.046030871,0.005805852,0.2472484276729559,2.56,0.000778665,0.8338249754178958,0.4886006289308176,0.02240566,0.2830188679245283,0.1632485643970467,0.005242868,0.039673997,0.016822051
44007001900,76.499388,0.5841493268053856,26.7,0.609547124,0.1199510403916768,0,0.01621787,0,52429,0.254436965,0.4984966927239928,1.4128440366972477,0.377,0.1394441735738664,0.6972228022551681,0.064145234,0.077702703,0.3959044368600682,3.15,0,0.8071625344352618,0.7610921501706485,0.012189176,0.54895341,0.2451046590141796,0.011015912,0.010765918,0.016974973
44007002000,13.49892009,0.3922786177105831,22,0.5695194384449244,0.1066414686825054,0,0.034962203,0.000944924,64079,0.3283420808891633,0.5862717442407146,0.165983607,0.4367,0.1785361028684471,0.6963145974881614,0.1271437019515079,0.031516937,0.2611275964391691,3.19,0.043695132,0.940902745,0.5736894164193868,0.036102868,0.4335135135135135,0.3048648648648648,0,0.034017279,0.011518771
44007002101,70.4721635,0.5200845665961945,40.7,0.3562367864693446,0.1560958421423537,0,0,0.036645525,87500,0.1677237491190979,0.4684873949579832,0.1451247165532879,0.5742,0.025764895,0.7539046010975095,0.020156775,0.1155595996360327,0.464573269,2.28,0,0.9220489977728286,0.2640901771336554,0,0.3814814814814815,0.3444444444444444,0.00286944,0.013742072,0.029222174
44007002200,31.70577045,0.5277425491439443,29.2,0.7449270767279645,0.1011414077362079,0,0.026791376,0,66487,0.2179032258064516,0.3575129533678756,0.5673469387755102,0.4524,0.1255014326647564,0.6011260285838025,0.089697406,0.01417004,0.1524355300859599,3.61,0.014334617,0.8574938574938575,0.6670487106017192,0.1673352435530086,0.3180112570356472,0.2429643527204502,0.028964634,0.090288797,0.007216015
44007002300,19.45525292,0.4910505836575875,37.7,0.1470817120622568,0.1414396887159533,0,0.030933852,0.007976654,93824,0.056144729,0.066666667,0.1118012422360248,0.4108,0.01778766,0.7212202182142062,0.062673665,0.1780225409836065,0.434130072,2.67,0.003785348,0.7024599765716517,0.4157865480822679,0,0.5868983957219251,0.2232620320855615,0.00513631,0.070940514,0.037491631
44007002500,59.17159763,0.6236686390532544,30.3,0.2257396449704142,0.1331360946745562,0,0.018934911,0,93914,0.2467455621301775,0.3717026378896882,0.5982404692082112,0.4115,0.015107496,0.714332784,0.009225092,0.3232538330494037,0.7762928529924462,1.86,0.00386349,0.8087406015037594,0.798954096,0,0.3439878234398782,0.1605783866057838,0.005346005,0.062721893,0.031064111
