GEOID,suicide_count,pop_total,pct_male,pct_age_15_24,pct_age_25_44,pct_age_45_64,pct_age_65p,median_age,pct_hispanic,pct_nh_white,pct_nh_black,pct_nh_aian,pct_nh_asian,pct_nh_two_or_more,median_hh_income,per_capita_income,poverty_rate_all,poverty_rate_child_u18,poverty_rate_elderly_65p,gini_index,hh_public_assistance_share,lfp_rate_16p,unemployment_rate,not_in_labor_force_share_16p,edu_lt_hs_25p,edu_hs_grad_25p,edu_some_college_25p,edu_ba_plus_25p,edu_grad_prof_25p,hh_total,hh_single_person_share,hh_married_couple_share,hh_female_householder_no_spouse_share,avg_hh_size,marital_never_married_share_15p,marital_divorced_share_15p,marital_separated_share_15p,marital_married_share_15p,housing_occupied_share,housing_vacancy_rate,homeownership_rate,renter_occupied_share,overcrowding_rate_gt1pproom,rent_burdened_gt30,rent_burdened_gt50,residential_stability_same_house_1yr,foreign_born_share,uninsured_rate,veteran_share_18p
44009050301,2,5146,0.475320637,0.154100272,0.144772639,0.363972017,0.170229304,47.2,0.017294986,0.949280995,0,0,0.005246794,0.001748931,101500,55914,0.036154152,0.258241758,0.099315068,0.3903,0.026740666,0.738850575,0.0403125,0.261149425,0.02140592,0.162790698,0.304175476,0.447410148,0.184196617,1982,0.299192735,0.625630676,0.072653885,2.52,0.144813651,0.005612932,0.037494387,0.478670858,0.951512242,0.048487758,0.765893037,0.234106963,0.010090817,0.239179954,0.15261959,0,0.036727555,0,0.096887433
44009050302,2,3107,0.453170261,0.177341487,0.154811715,0.235918893,0.253299002,43.8,0.068554876,0.866108787,0.034438365,0,0,0,107778,62522,0.12306701,0.479057592,0.092757306,0.4883,0.03701016,0.627745665,0.030883261,0.372254335,0.063989409,0.14651368,0.199029126,0.527802295,0.218887908,1378,0.418722787,0.454281567,0.09724238,2.25,0.134658665,0.005251313,0.050262566,0.44036009,0.991366906,0.008633094,0.616110305,0.383889695,0,0.374722838,0.106430155,0,0.003218539,0.01549887,0.075531078
44009050401,2,5178,0.483198146,0.165121669,0.162997296,0.272499034,0.164735419,40.5,0.02838934,0.914252607,0,0,0.012939359,0,150938,60182,0.003089996,0,0.008206331,0.3339,0.005847953,0.666744403,0.018329221,0.333255597,0.020839718,0.140974563,0.212994177,0.552252528,0.260802942,1710,0.233333333,0.686549708,0.053216374,3.03,0.170798898,0.008953168,0.022038567,0.492424242,0.950528071,0.049471929,0.900584795,0.099415205,0,0.282442748,0.06870229,0.001552192,0.069331788,0,0.070794215
44009050402,2,2683,0.540439806,0.077525158,0.149086843,0.330227357,0.270219903,53.4,0,0.968691763,0.009690645,0,0.021617592,0,130029,79058,0.049198658,0.151515152,0.099310345,0.435,0.01283148,0.630113142,0.041436464,0.369886858,0.039504998,0.084721561,0.140885293,0.672060923,0.309852451,1169,0.360136869,0.542343884,0.072711719,2.26,0.15404475,0.024096386,0.07788296,0.536574871,0.772126816,0.227873184,0.820359281,0.179640719,0.018819504,0.25,0.112745098,0,0.023481178,0.011181513,0.084272195
44009050500,8,7100,0.547183099,0.249014085,0.148873239,0.24084507,0.178169014,38.2,0.051408451,0.873380282,0.017887324,0.001549296,0.006478873,0,99236,44096,0.103918228,0.326502732,0.059288538,0.4015,0.03676785,0.667632027,0.053188743,0.332367973,0.125699526,0.143779595,0.188979768,0.450279811,0.195006457,2339,0.33561351,0.535699017,0.112868747,2.82,0.234797297,0.011655405,0.032601351,0.528547297,0.96973466,0.03026534,0.821718683,0.178281317,0,0.921232877,0.058219178,0.000715512,0.049577465,0.00499002,0.061348627
44009050600,6,8107,0.504872333,0.106204515,0.192549648,0.321327248,0.151844085,42,0.036388306,0.919452325,0.001603552,0,0,0,118924,53420,0.022727273,0,0.025182778,0.3592,0.02529511,0.770862148,0.00919816,0.229137852,0.013520632,0.18665496,0.180509219,0.507287094,0.238981563,2965,0.274198988,0.542664418,0.1153457,2.71,0.160477053,0.012379227,0.071557971,0.50951087,0.907560453,0.092439547,0.949409781,0.050590219,0,0,0,0.005240175,0.043295917,0.00210344,0.053820279
44009050801,4,5869,0.484239223,0.199863691,0.189981257,0.307207361,0.160674732,42.9,0.037655478,0.851081956,0.018060998,0.000170387,0.048219458,0.001874255,60032,41703,0.116020177,0.259370315,0.256627784,0.4392,0.023656641,0.709217123,0.046764546,0.290782877,0.074886878,0.350678733,0.195701357,0.341855204,0.114027149,2959,0.591078067,0.278810409,0.111524164,1.93,0.24333018,0.023651845,0.042194891,0.480037843,0.900486914,0.099513086,0.537005745,0.462994255,0,0.575507137,0.178812923,0.001533481,0.065087749,0.024004175,0.054231228
44009050902,6,5117,0.509282783,0.063513778,0.135430917,0.324995114,0.300175884,55.2,0.012702756,0.968145398,0.008403361,0,0.004299394,0.00195427,124527,56514,0.041157936,0.449760766,0.030598958,0.3405,0.011633543,0.63089542,0.078365204,0.36910458,0.01523616,0.197308278,0.144235653,0.549263586,0.253936008,2063,0.210857974,0.673776054,0.076587494,2.45,0.134767837,0.008380521,0.045979615,0.505549264,0.827517048,0.172482952,0.883664566,0.116335434,0,0.575,0.4625,0,0.016611296,0.003818328,0.047144593
44009051000,2,1905,0.505511811,0.10183727,0.065616798,0.299737533,0.434120735,60.9,0.006299213,0.915485564,0,0,0.025721785,0.008923885,137802,122729,0.090085288,0.325443787,0.035066505,0.5906,0.007391763,0.488558352,0.036299766,0.511441648,0.039739414,0.142019544,0.078175896,0.646905537,0.307491857,947,0.380147835,0.571277719,0.017951426,1.98,0.111553785,0.016505407,0.050085373,0.501992032,0.359120212,0.640879788,0.883843717,0.116156283,0,0.880952381,0.404761905,0,0.035170604,0.001599147,0.061153174
44009051102,3,3083,0.503405774,0.113850146,0.131689912,0.309438858,0.312033733,54.5,0.011352579,0.921505028,0.01621797,0,0,0.004541031,88250,62079,0.060006487,0.378378378,0.044698545,0.513,0.036637931,0.551838235,0.04155496,0.448161765,0.031570639,0.163378058,0.273480663,0.464877664,0.144435675,1392,0.34841954,0.528735632,0.055316092,2.2,0.127573529,0.024264706,0.045955882,0.488235294,0.625336927,0.374663073,0.823275862,0.176724138,0,0.715447154,0.479674797,0,0.015244891,0.038061158,0.085960961
44009051201,1,5182,0.488228483,0.160748746,0.222500965,0.242184485,0.179853338,38,0.042840602,0.796603628,0.084716326,0.010227711,0.040524894,0,123646,52618,0.094170404,0.505175983,0.071888412,0.3899,0.047968674,0.687383613,0.043150685,0.312616387,0.017615176,0.10704607,0.179945799,0.603794038,0.259078591,2043,0.305922663,0.577581987,0.089084679,2.49,0.149212234,0.006487488,0.052826691,0.492354032,0.985053038,0.014946962,0.779246207,0.220753793,0.006363191,0.693820225,0.542134831,0.004631416,0.070629101,0.010989011,0.052657005
44009051202,1,4665,0.466452304,0.115326902,0.226152197,0.226366559,0.241800643,42.7,0.032368703,0.926259378,0.000857449,0.021221865,0.00278671,0,69708,57506,0.056806002,0.222641509,0.030141844,0.4832,0.004901961,0.639293139,0.074796748,0.360706861,0.103032004,0.101628299,0.186131387,0.542111173,0.254632229,2244,0.434046346,0.462566845,0.090017825,2.08,0.115275265,0.02300336,0.042905143,0.447143965,0.90923825,0.09076175,0.528966132,0.471033868,0,0.395546129,0.17921527,0,0.019935691,0.005787781,0.079692878
44009051302,4,3981,0.445114293,0.061793519,0.120321527,0.319266516,0.397136398,62,0.024868124,0.957799548,0,0.001507159,0,0,111125,69106,0.074855564,0.372483221,0.045540797,0.4144,0.004766949,0.526989427,0.067053854,0.473010573,0.066142191,0.109265734,0.164918415,0.593822844,0.263694639,1888,0.333686441,0.571504237,0.079978814,2.1,0.097574421,0.008544653,0.034178611,0.430815877,0.506030555,0.493969445,0.934322034,0.065677966,0.011652542,0.104651163,0,0.002272153,0.036674202,0.007033409,0.061783618
44009051304,1,2124,0.516478343,0.080508475,0.11299435,0.282015066,0.406779661,58.3,0.02354049,0.911487759,0.004237288,0,0,0,116944,63788,0.026365348,0,0.043981481,0.402,0.006550218,0.516622691,0.02247191,0.483377309,0.049275362,0.136231884,0.168115942,0.566956522,0.23826087,916,0.274017467,0.673580786,0.026200873,2.31,0.108672936,0.023510972,0.039707419,0.512539185,0.934693878,0.065306122,0.957423581,0.042576419,0.004366812,0.205882353,0,0,0.036252354,0.006591337,0.099252935
44009051305,3,4452,0.541554358,0.11769991,0.184860737,0.249326146,0.261006289,45.9,0.041554358,0.88589398,0.022461815,0,0.020889488,0.001123091,102733,56297,0.069234296,0.19205298,0.108433735,0.49,0.009209101,0.62395242,0.078912758,0.37604758,0.023371767,0.190401994,0.153318791,0.601121845,0.253349953,1846,0.389490791,0.553629469,0.041170098,2.36,0.142629905,0.027836691,0.03154825,0.505302227,0.886647454,0.113352546,0.70964247,0.29035753,0.000541712,0.632352941,0.369747899,0,0.071428571,0.024994267,0.056514477
44009051306,2,6158,0.500649562,0.164826242,0.17213381,0.243910361,0.212731406,41.2,0.048879506,0.825105554,0.001299123,0.00016239,0.100194868,0,120607,51149,0.090549885,0.249090909,0.016030534,0.4166,0.020355132,0.656609766,0.081015719,0.343390234,0.006965405,0.118644068,0.095890411,0.707220803,0.40492222,2309,0.22044175,0.683412733,0.088349935,2.62,0.147678502,0.011509949,0.014631291,0.477955521,0.952557756,0.047442244,0.798614119,0.201385881,0,0.475460123,0.417177914,0.018883415,0.116596297,0.016463615,0.055453243
44009051502,2,6442,0.467867122,0.234088792,0.094070165,0.306426576,0.179447377,40,0.047500776,0.927506985,0,0,0.00714064,0,111250,53434,0.072337783,0.572961373,0.073529412,0.4072,0.014517506,0.622479462,0.017696461,0.377520538,0.022580645,0.087557604,0.126036866,0.632488479,0.274884793,2342,0.357386849,0.409906063,0.183603757,2.75,0.257551094,0.005787665,0.041237113,0.491951528,0.680023229,0.319976771,0.851409052,0.148590948,0,0.687878788,0.409090909,0,0.033995654,0.007606333,0.029748284
44009051503,4,3320,0.45060241,0.223493976,0.111445783,0.288554217,0.305722892,57,0.057228916,0.887650602,0.002409639,0.003313253,0.002108434,0,83194,55122,0.205097087,0.131656805,0.163546798,0.4932,0.01013715,0.588402143,0.072844135,0.411597857,0.026682597,0.151732378,0.143369176,0.618876941,0.341696535,1677,0.522957662,0.405485987,0.050685748,1.92,0.182160804,0.013819095,0.027324121,0.45508794,0.627854736,0.372145264,0.594514013,0.405485987,0,0.642248722,0.461669506,0.003928679,0.042771084,0.00940534,0.035008104
44009051504,3,4778,0.434910004,0.413771452,0.059229803,0.212013395,0.267685224,41.2,0.020092089,0.94830473,0.006697363,0.000418585,0,0,68403,42526,0.314776057,0.308510638,0.017200938,0.5102,0.00481232,0.479351351,0.051420839,0.520648649,0.028386633,0.127560187,0.163133309,0.622709307,0.252245778,2078,0.56159769,0.393166506,0.021174206,2.29,0.202594595,0.004756757,0.034378378,0.436324324,0.593714286,0.406285714,0.642444658,0.357555342,0.006737247,0.804308797,0.759425494,0,0.012976141,0.016534115,0.027460457
